eurogrid_0250;;populacja_razem;populacja_lokale;populacja_k_razem;populacja_m_razem;populacja_00_04;populacja_05_09;populacja_10_14;populacja_15_19;populacja_20_24;populacja_25_29;populacja_30_34;populacja_35_39;populacja_40_44;populacja_45_49;populacja_50_54;populacja_55_59;populacja_60_64;populacja_65_69;populacja_70_74;populacja_75_99;msw_2012_lokale;msw_2013_lokale;msw_2014_lokale;msw_2015_lokale;msw_2016_lokale;msw_2012_popul_razem;msw_2013_popul_razem;msw_2014_popul_razem;msw_2015_popul_razem;msw_2016_popul_razem;budynki_all;budynki_mieszkalne;geometria92
1kmN3269E4781_11;1kmN3269E4781;71;16;36;35;5;4;4;4;5;9;2;5;11;2;4;3;5;3;0;5;15;16;16;16;16;67;73;73;71;71;0;0;MULTIPOLYGON (((348528.2349891194 499885.2994392384, 348280.0954183194 499916.1730709281, 348311.0532698104 500163.98544072453, 348559.1927283461 500133.1114127794, 348528.2349891194 499885.2994392384)))
1kmN3269E4782_11;1kmN3269E4782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((349520.7928979213 499761.80626285635, 349272.6534759492 499792.6793545978, 349303.6108788918 500040.490141063, 349551.7501889332 500009.61665416136, 349520.7928979213 499761.80626285635)))
1kmN3269E4783_11;1kmN3269E4783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((350513.35023000254 499638.3152419999, 350265.21094942203 499669.1877954984, 350296.16790513543 499916.99700301513, 350544.3070741122 499886.1240554685, 350513.35023000254 499638.3152419999)))
1kmN3269E4784_11;1kmN3269E4784;12;3;5;7;1;1;0;0;0;0;2;1;0;1;0;2;1;0;1;2;3;3;3;3;3;12;12;13;13;12;0;0;MULTIPOLYGON (((351505.90701509285 499514.8263699077, 351257.7678684739 499545.6983868461, 351288.7243782739 499793.50601982605, 351536.8634136203 499762.63360993285, 351505.90701509285 499514.8263699077)))
1kmN3269E4785_11;1kmN3269E4785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((352498.4632829366 499391.3396398304, 352250.3242628478 499422.2111219084, 352281.2803280444 499670.01718472503, 352529.4192371962 499639.1453107977, 352498.4632829366 499391.3396398304)))
1kmN3269E4786_11;1kmN3269E4786;125;43;67;58;8;12;11;7;6;7;20;12;12;10;2;3;6;7;0;2;22;23;29;31;32;87;82;99;106;109;0;0;MULTIPOLYGON (((353491.0190632813 499267.8550450178, 353242.8801622726 499298.72599390894, 353273.8357841863 499546.5304909516, 353521.9745745755 499515.6591513073, 353491.0190632813 499267.8550450178)))
1kmN3269E4787_11;1kmN3269E4787;193;60;103;90;19;21;9;9;4;15;17;22;19;7;8;17;6;9;1;10;45;47;49;60;60;151;160;163;195;193;0;0;MULTIPOLYGON (((354483.574385845 499144.3725787103, 354235.43559649395 499175.2429961022, 354266.3907764399 499423.04593177605, 354514.5294555059 499392.1751247123, 354483.574385845 499144.3725787103)))
1kmN3269E4788_11;1kmN3269E4788;112;30;57;55;5;12;8;2;5;11;10;8;8;9;8;11;4;2;3;6;28;28;29;28;28;117;120;117;110;109;0;0;MULTIPOLYGON (((355476.12928038277 499020.8922341401, 355227.99059525004 499051.7621217454, 355258.94533453655 499299.5635004109, 355507.08390971326 499268.69322425406, 355476.12928038277 499020.8922341401)))
1kmN3269E4789_11;1kmN3269E4789;117;35;65;52;2;5;3;6;5;10;14;14;8;4;9;9;14;5;3;6;31;32;32;32;31;109;115;114;114;113;0;0;MULTIPOLYGON (((356468.68377661967 498897.41400457174, 356220.54518827517 498928.2833640529, 356251.49948822835 499176.08319012076, 356499.63796694623 499145.21344317123, 356468.68377661967 498897.41400457174)))
1kmN3269E4790_11;1kmN3269E4790;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((357461.23790430964 498773.9378832318, 357213.09940531454 498804.80671629496, 357244.05326723657 499052.6049941499, 357492.191656934 499021.73577472847, 357461.23790430964 498773.9378832318)))
1kmN3269E4791_11;1kmN3269E4791;90;25;48;42;2;7;5;4;7;9;5;5;10;8;7;7;5;5;2;2;21;24;25;25;25;87;89;93;92;90;0;0;MULTIPOLYGON (((358453.79169317964 498650.4638633728, 358205.6532761049 498681.3321717018, 358236.60670131946 498929.12890573125, 358484.74500942416 498898.2602121392, 358453.79169317964 498650.4638633728)))
1kmN3269E4792_11;1kmN3269E4792;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((359446.3451729823 498526.9919382483, 359198.2068303782 498557.859723513, 359229.1598201986 498805.65491810814, 359477.2980541544 498774.78674867004, 359446.3451729823 498526.9919382483)))
1kmN3269E4793_11;1kmN3269E4793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((360438.89837344014 498403.522101081, 360190.7600978832 498434.38936499134, 360221.7126536191 498682.18302454334, 360469.85082086106 498651.31537756044, 360438.89837344014 498403.522101081)))
1kmN3269E4794_11;1kmN3269E4794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((361431.45132429735 498280.0543451356, 361183.3131083584 498310.92108938284, 361214.26523132867 498558.7132182736, 361462.4033392847 498527.8460920565, 361431.45132429735 498280.0543451356)))
1kmN3269E4795_11;1kmN3269E4795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((362424.00405530405 498156.58866366465, 362175.8658915439 498187.4548899252, 362206.8175830516 498435.2454925515, 362454.95563916117 498404.378885407, 362424.00405530405 498156.58866366465)))
1kmN3269E4796_11;1kmN3269E4796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((363416.5565961917 498033.1250498984, 363168.4184771681 498063.9907598598, 363199.3697385462 498311.77984060906, 363447.5077502396 498280.9137508562, 363416.5565961917 498033.1250498984)))
1kmN3269E4797_11;1kmN3269E4797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((364409.1089767013 497909.6634970857, 364160.970894988 497940.52869244665, 364191.92172753543 498188.31625569984, 364440.05970225105 498157.45068164635, 364409.1089767013 497909.6634970857)))
1kmN3269E4798_11;1kmN3269E4798;2;2;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2;2;2;2;2;5;5;2;2;2;0;0;MULTIPOLYGON (((365401.66122657945 497786.2039984828, 365153.52317472646 497817.06868091505, 365184.473579764 498064.85473106895, 365432.6115249427 498033.9896710422, 365401.66122657945 497786.2039984828)))
1kmN3269E4799_11;1kmN3269E4799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((366394.21337555634 497662.7465473283, 366146.07534614566 497693.6107185427, 366177.02532498277 497941.3952599671, 366425.1632480518 497910.53071227577, 366394.21337555634 497662.7465473283)))
1kmN3269E4800_11;1kmN3269E4800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((367386.76545337366 497539.29113687575, 367138.627438964 497570.15479855053, 367169.5769929199 497817.9378356561, 367417.7149013175 497787.0737985838, 367386.76545337366 497539.29113687575)))
1kmN3269E4801_11;1kmN3269E4801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((368379.3174897806 497415.83776037674, 368131.1794829351 497446.7009141911, 368162.1286133247 497694.482451356, 368410.2665144813 497663.6189232394, 368379.3174897806 497415.83776037674)))
1kmN3269E4802_11;1kmN3269E4802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((369371.8695145139 497292.3864110699, 369123.7315077959 497323.24905871786, 369154.6802159314 497571.02910033613, 369402.8181172811 497540.1660794774, 369371.8695145139 497292.3864110699)))
1kmN3269E4803_11;1kmN3269E4803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((370364.4215573099 497168.93708220776, 370116.28354329534 497199.7992253816, 370147.23183048033 497447.5777758248, 370395.36973947374 497416.71526055783, 370364.4215573099 497168.93708220776)))
1kmN3269E4804_11;1kmN3269E4804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((371356.9736479192 497045.4897670513, 371108.8356191604 497076.35140743013, 371139.7834867212 497324.12847110163, 371387.92141078075 497293.26645971276, 371356.9736479192 497045.4897670513)))
1kmN3269E4805_11;1kmN3269E4805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((372349.52581608144 496922.0444588326, 372101.3877651482 496952.90559809655, 372132.3352143873 497200.6811793903, 372380.4731609523 497169.81967020873, 372349.52581608144 496922.0444588326)))
1kmN3269E4806_11;1kmN3269E4806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((373342.0780915326 496798.60115080513, 373093.9400109865 496829.4617906613, 373124.88704322913 497077.23589394335, 373373.02501973405 497046.3748852769, 373342.0780915326 496798.60115080513)))
1kmN3269E4807_11;1kmN3269E4807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((374334.63050402637 496675.15983622335, 374086.4923864276 496706.01997834165, 374117.4390029824 496953.7926080236, 374365.57701686263 496922.93209817633, 374334.63050402637 496675.15983622335)))
1kmN3269E4808_11;1kmN3269E4808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((375327.18308329105 496551.72050833143, 375079.0449212148 496582.5801544208, 375109.9911233891 496830.3513148641, 375358.12918208266 496799.4913021624, 375327.18308329105 496551.72050833143)))
1kmN3269E4809_14;1kmN3269E4809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((376071.5976450826 496459.1423121169, 375823.4594447633 496490.0015872922, 375854.4053370165 496737.77164869756, 376102.5434341987 496706.91200774163, 376071.5976450826 496459.1423121169)))
1kmN3270E4772_11;1kmN3270E4772;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((339719.03482560435 501988.1412376482, 339470.8940421931 502019.021428952, 339501.85902034317 502266.84788124077, 339749.9996881883 502235.9672840638, 339719.03482560435 501988.1412376482)))
1kmN3270E4773_11;1kmN3270E4773;2;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;2;0;0;MULTIPOLYGON (((340711.5974208429 501864.62187181134, 340463.4568518617 501895.50150358584, 340494.42136826675 502143.32633397635, 340742.5618220228 502112.4462974202, 340711.5974208429 501864.62187181134)))
1kmN3270E4774_11;1kmN3270E4774;119;29;58;61;8;6;9;3;6;8;14;13;3;8;6;16;8;3;2;6;27;27;27;27;27;114;122;120;121;121;0;0;MULTIPOLYGON (((341704.1591769967 501741.10473989695, 341456.0188149968 501771.98381381575, 341486.9828709725 502019.8070266945, 341735.12311807333 501988.9275490828, 341704.1591769967 501741.10473989695)))
1kmN3270E4775_11;1kmN3270E4775;83;18;38;45;4;6;11;1;6;4;10;8;6;1;3;5;5;7;3;3;17;17;18;18;18;74;78;79;80;83;0;0;MULTIPOLYGON (((342696.72012378596 501617.58983514365, 342448.57996133703 501648.468352898, 342479.5435582116 501896.28995266, 342727.68360608415 501865.41103230417, 342696.72012378596 501617.58983514365)))
1kmN3270E4776_11;1kmN3270E4776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((343689.2802909517 501494.07715078257, 343441.1403206246 501524.9551140815, 343472.10345969745 501772.77510510385, 343720.2433157887 501741.89674031734, 343689.2802909517 501494.07715078257)))
1kmN3270E4777_11;1kmN3270E4777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((344681.83970823383 501370.56668007, 344433.69992258574 501401.44409058336, 344464.6626051895 501649.262477275, 344712.80227691913 501618.3846663656, 344681.83970823383 501370.56668007)))
1kmN3270E4778_11;1kmN3270E4778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((345674.3984053609 501247.05841623247, 345426.2587969666 501277.9352756636, 345457.2210244087 501525.7520624036, 345705.3605192164 501494.87480366416, 345674.3984053609 501247.05841623247)))
1kmN3270E4779_11;1kmN3270E4779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((346666.9564120803 501123.55235251505, 346418.81697350135 501154.4286625581, 346449.7787470977 501402.243853732, 346697.91807242355 501371.3671454936, 346666.9564120803 501123.55235251505)))
1kmN3270E4780_11;1kmN3270E4780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((347659.5137581265 501000.0484821554, 347411.3744819304 501030.92424448486, 347442.3358029893 501278.73784450255, 347690.47496626375 501247.8616850646, 347659.5137581265 501000.0484821554)))
1kmN3270E4781_11;1kmN3270E4781;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((348652.0704732359 500876.5467984108, 348403.93135198695 500907.4220147282, 348434.8922218294 501155.23402795475, 348683.03123048606 501124.3584156381, 348652.0704732359 500876.5467984108)))
1kmN3270E4782_11;1kmN3270E4782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((349644.6265871396 500753.04729450494, 349396.48761340324 500783.9219664866, 349427.44803334866 501031.73239733744, 349675.5868948188 501000.85733043216, 349644.6265871396 500753.04729450494)))
1kmN3270E4783_11;1kmN3270E4783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((350637.1821295869 500629.549963695, 350389.04329592246 500660.424093036, 350420.00326728716 500908.23294588365, 350668.1419890087 500877.35842271894, 350637.1821295869 500629.549963695)))
1kmN3270E4784_11;1kmN3270E4784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((351629.7371303045 500506.0547992019, 351381.5984292886 500536.92838760465, 351412.55795338127 500784.73566684034, 351660.69654278795 500753.86168572214, 351629.7371303045 500506.0547992019)))
1kmN3270E4785_11;1kmN3270E4785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((352622.2916190366 500382.5617942987, 352374.15304322867 500413.4348434331, 352405.112121366 500661.2405534433, 352653.25058589375 500630.36711268034, 352622.2916190366 500382.5617942987)))
1kmN3270E4786_11;1kmN3270E4786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((353614.8456255183 500259.0709421979, 353366.7071674855 500289.94345376454, 353397.66580099054 500537.74759894237, 353645.8041480657 500506.8746968517, 353614.8456255183 500259.0709421979)))
1kmN3270E4787_11;1kmN3270E4787;78;26;48;30;4;2;8;5;6;6;7;5;8;5;6;3;4;6;2;1;22;21;21;22;23;73;68;69;71;73;0;0;MULTIPOLYGON (((354607.39917949477 500135.58223615587, 354359.26083179517 500166.45421184786, 354390.2190219783 500414.2567965826, 354638.3572590448 500383.38443146646, 354607.39917949477 500135.58223615587)))
1kmN3270E4788_11;1kmN3270E4788;1569;614;888;681;79;77;63;64;77;102;116;108;147;109;68;73;81;143;99;163;602;602;598;596;591;1586;1592;1588;1574;1544;0;0;MULTIPOLYGON (((355599.9523106919 500012.0956694251, 355351.81406589766 500042.9671109142, 355382.7718140686 500290.7681395896, 355630.9099485675 500259.89630977064, 355599.9523106919 500012.0956694251)))
1kmN3270E4789_11;1kmN3270E4789;140;38;75;65;6;12;2;2;11;26;10;4;10;14;4;7;9;7;3;13;36;37;37;36;33;131;130;133;133;129;0;0;MULTIPOLYGON (((356592.50504885876 499888.61123523954, 356344.3668995346 499919.4821442319, 356375.3242070131 500167.2816212429, 356623.4622463654 500136.41032501403, 356592.50504885876 499888.61123523954)))
1kmN3270E4790_11;1kmN3270E4790;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((357585.0574237268 499765.12892684434, 357336.9193624429 499795.9993050117, 357367.8762305337 500043.7972347541, 357616.0141821774 500012.9264704427, 357585.0574237268 499765.12892684434)))
1kmN3270E4791_11;1kmN3270E4791;129;39;77;52;5;5;4;5;4;7;16;6;9;10;7;13;13;10;3;12;41;41;40;40;39;133;139;135;131;129;0;0;MULTIPOLYGON (((358577.6094650406 499641.6487374818, 358329.47148435254 499672.51858653314, 358360.427914385 499920.3149733832, 358608.5657857597 499889.4447392961, 358577.6094650406 499641.6487374818)))
1kmN3270E4792_11;1kmN3270E4792;51;15;29;22;1;5;2;4;1;4;3;3;1;4;3;6;2;3;3;6;15;15;15;15;15;56;55;54;52;51;0;0;MULTIPOLYGON (((359570.1612025361 499518.1706604073, 359322.02329501335 499549.0399820134, 359352.97928829584 499796.83483036794, 359601.1170868317 499765.96512481757, 359570.1612025361 499518.1706604073)))
1kmN3270E4793_11;1kmN3270E4793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((360562.7126659474 499394.69468885474, 360314.57482416224 499425.5634847116, 360345.53038200026 499673.3567989608, 360593.66811513365 499642.48762025405, 360562.7126659474 499394.69468885474)))
1kmN3270E4794_11;1kmN3270E4794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((361555.2638850215 499271.2208160721, 361307.126101531 499302.0890878821, 361338.08122525504 499549.8808723949, 361586.2189004184 499519.01221884787, 361555.2638850215 499271.2208160721)))
1kmN3270E4795_11;1kmN3270E4795;274;85;141;133;25;18;16;25;11;16;29;25;16;11;18;18;20;14;5;7;88;78;78;31;80;306;267;275;119;268;0;0;MULTIPOLYGON (((362547.8148894983 499147.74903531186, 362299.6771568661 499178.61678473745, 362330.63184777956 499426.40704392735, 362578.76947241346 499395.5389138516, 362547.8148894983 499147.74903531186)))
1kmN3270E4796_11;1kmN3270E4796;28;8;19;9;3;2;0;5;2;3;2;1;1;5;0;1;0;1;0;2;4;4;4;7;7;14;16;14;26;27;0;0;MULTIPOLYGON (((363540.36570911075 499024.2793398183, 363292.22801991017 499055.146568561, 363323.182279329 499302.93530681264, 363571.31986086053 499272.0676985085, 363540.36570911075 499024.2793398183)))
1kmN3270E4797_11;1kmN3270E4797;68;21;35;33;3;2;6;8;4;6;4;6;6;4;5;4;5;2;0;3;19;19;19;19;19;69;66;67;68;65;0;0;MULTIPOLYGON (((364532.91637360386 498900.81172282714, 364284.77872039366 498931.67843258195, 364315.7325496343 499179.46565427724, 364563.87009550113 499148.59856606834, 364532.91637360386 498900.81172282714)))
1kmN3270E4798_11;1kmN3270E4798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((365525.466912715 498777.3461776003, 365277.3292880667 498808.21237005387, 365308.28268844285 499055.9980795719, 365556.42020607984 499025.131509766, 365525.466912715 498777.3461776003)))
1kmN3270E4799_11;1kmN3270E4799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((366518.0173561843 498653.8826973792, 366269.8797526581 498684.7483742144, 366300.8327254838 498932.5325759575, 366548.97022232553 498901.66652286146, 366518.0173561843 498653.8826973792)))
1kmN3270E4800_11;1kmN3270E4800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((367510.5677337586 498530.4212754164, 367262.43014391715 498561.28643831704, 367293.3826905043 498809.0691366652, 367541.5201739931 498778.2035986064, 367510.5677337586 498530.4212754164)))
1kmN3270E4801_11;1kmN3270E4801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((368503.11807516264 498406.9619049514, 368254.98049157724 498437.8265556041, 368285.9326132422 498685.6077549476, 368534.0700908093 498654.74273022823, 368503.11807516264 498406.9619049514)))
1kmN3270E4802_11;1kmN3270E4802;77;30;43;34;0;7;5;1;4;5;10;7;2;7;4;6;4;6;3;6;30;28;27;27;29;82;79;79;77;78;0;0;MULTIPOLYGON (((369495.6684101606 498283.5045792321, 369247.53082538565 498314.3687193338, 369278.48252344667 498562.148424061, 369526.62000251736 498531.2839109916, 369495.6684101606 498283.5045792321)))
1kmN3270E4803_11;1kmN3270E4803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((370488.2187684714 498160.04929150455, 370240.08117508324 498190.9129227381, 370271.0324508452 498438.69113725424, 370519.1699388686 498407.82713413425, 370488.2187684714 498160.04929150455)))
1kmN3270E4804_11;1kmN3270E4804;24;7;15;9;1;3;2;1;2;1;2;3;1;1;2;1;1;1;0;2;6;6;6;6;6;22;22;23;24;25;0;0;MULTIPOLYGON (((371480.76917984954 498036.59603503626, 371232.6315704081 498067.4591590911, 371263.5824251886 498315.23588775564, 371511.7199295962 498284.3723929282, 371480.76917984954 498036.59603503626)))
1kmN3270E4805_11;1kmN3270E4805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((372473.3196740372 497913.1448030481, 372225.18204110203 497944.0074216174, 372256.1324762157 498191.7826688364, 372504.2700044396 498160.9196805898, 372473.3196740372 497913.1448030481)))
1kmN3270E4806_11;1kmN3270E4806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((373465.87028076575 497789.6955888206, 373217.73261690343 497820.55770358257, 373248.68263366196 498068.3314737333, 373496.8201931396 498037.4689903911, 373465.87028076575 497789.6955888206)))
1kmN3270E4807_11;1kmN3270E4807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((374458.42102978635 497666.24838557746, 374210.2833275657 497697.10999823175, 374241.23292728653 497944.88229569886, 374489.37052544765 497914.02031556703, 374458.42102978635 497666.24838557746)))
1kmN3270E4808_11;1kmN3270E4808;15;5;10;5;1;2;0;0;4;2;2;0;0;0;2;0;0;1;0;1;4;4;4;4;4;14;13;13;16;16;0;0;MULTIPOLYGON (((375450.9719508356 497542.80318657495, 375202.8342028188 497573.66429880355, 375233.7833868137 497821.435127981, 375481.9210311026 497790.57364937104, 375450.9719508356 497542.80318657495)))
1kmN3270E4809_11;1kmN3270E4809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((376443.5230736586 497419.3599850787, 376195.3852724152 497450.22059856355, 376226.33404198795 497697.98996383976, 376474.47173984186 497667.12898506597, 376443.5230736586 497419.3599850787)))
1kmN3271E4772_11;1kmN3271E4772;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((339842.8988206247 502979.4448781172, 339594.75849996693 503010.32669261657, 339625.7265081203 503258.1527815815, 339873.8667128838 503227.2705614306, 339842.8988206247 502979.4448781172)))
1kmN3271E4773_11;1kmN3271E4773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((340835.4595681901 502855.91903046984, 340587.31946063566 502886.80028104037, 340618.287005694 503134.62474903744, 340866.42699768266 503103.7430939134, 340835.4595681901 502855.91903046984)))
1kmN3271E4774_11;1kmN3271E4774;38;10;21;17;0;2;2;7;1;1;1;4;7;4;1;0;2;2;1;3;8;9;10;10;10;37;40;38;38;38;0;0;MULTIPOLYGON (((341828.0194819284 502732.3954343144, 341579.87958003697 502763.2761226427, 341610.84666331834 503011.0989740677, 341858.98644996376 502980.2178822858, 341828.0194819284 502732.3954343144)))
1kmN3271E4775_11;1kmN3271E4775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((342820.57859156025 502608.8740828652, 342572.43888791016 502639.75421065465, 342603.4055107233 502887.575449897, 342851.5450994621 502856.69491976127, 342820.57859156025 502608.8740828652)))
1kmN3271E4776_11;1kmN3271E4776;17;5;9;8;1;2;1;1;1;1;1;3;0;2;0;2;2;0;0;0;4;4;4;5;5;15;15;15;17;17;0;0;MULTIPOLYGON (((343813.1369268381 502485.3549693879, 343564.9974139869 502516.2345383223, 343595.9635776556 502764.05416977685, 343844.102975923 502733.17419957556, 343813.1369268381 502485.3549693879)))
1kmN3271E4777_11;1kmN3271E4777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((344805.6945174945 502361.838087108, 344557.55518801155 502392.7170988787, 344588.5208938407 502640.53512692265, 344836.6601090714 502609.655714998, 344805.6945174945 502361.838087108)))
1kmN3271E4778_11;1kmN3271E4778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((345798.2513932594 502238.32342926785, 345550.1122397162 502269.20188556146, 345581.077489023 502517.0183146009, 345829.21652865 502486.13945924677, 345798.2513932594 502238.32342926785)))
