eurogrid_0250;;populacja_razem;populacja_lokale;populacja_k_razem;populacja_m_razem;populacja_00_04;populacja_05_09;populacja_10_14;populacja_15_19;populacja_20_24;populacja_25_29;populacja_30_34;populacja_35_39;populacja_40_44;populacja_45_49;populacja_50_54;populacja_55_59;populacja_60_64;populacja_65_69;populacja_70_74;populacja_75_99;msw_2012_lokale;msw_2013_lokale;msw_2014_lokale;msw_2015_lokale;msw_2016_lokale;msw_2012_popul_razem;msw_2013_popul_razem;msw_2014_popul_razem;msw_2015_popul_razem;msw_2016_popul_razem;budynki_all;budynki_mieszkalne;geometria92
1kmN3285E4781_11;1kmN3285E4781;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((350511.0500404031 515745.0901894849, 350262.91782496317 515775.9890625756, 350293.9239035053 516023.79592768755, 350542.05600126716 515992.89666211046, 350511.0500404031 515745.0901894849)))
1kmN3285E4782_11;1kmN3285E4782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((351503.5785804311 515621.49622309767, 351255.4464927578 515652.39448601287, 351286.4521010746 515900.19978281856, 351534.58407139935 515869.3011285011, 351503.5785804311 515621.49622309767)))
1kmN3285E4783_11;1kmN3285E4783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((352496.1066279727 515497.9046931369, 352247.97466063034 515528.80234757904, 352278.97980003996 515776.60608045757, 352527.1116503607 515745.7080357168, 352496.1066279727 515497.9046931369)))
1kmN3285E4784_11;1kmN3285E4784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((353488.6342127574 515374.3155928515, 353240.5023583224 515405.2126405155, 353271.5070301428 515653.0148138441, 353519.6387678843 515622.11737698223, 353488.6342127574 515374.3155928515)))
1kmN3285E4785_11;1kmN3285E4785;22;7;9;13;0;1;3;2;0;1;0;6;2;0;2;0;2;1;0;2;5;6;8;7;7;13;14;23;22;22;0;0;MULTIPOLYGON (((354481.1613645254 515250.7289154697, 354233.0296155524 515281.6253580302, 354264.03382109955 515529.42597621866, 354512.1654537071 515498.52914555557, 354481.1613645254 515250.7289154697)))
1kmN3285E4786_11;1kmN3285E4786;3;1;2;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;3;3;0;0;MULTIPOLYGON (((355473.68811300106 515127.14465422183, 355225.55646206235 515158.0404933896, 355256.56020265305 515405.8395608198, 355504.6917375624 515374.94333464466, 355473.68811300106 515127.14465422183)))
1kmN3285E4787_11;1kmN3285E4787;119;36;58;61;8;7;7;7;7;7;10;11;1;8;10;7;9;12;3;5;36;38;38;38;36;120;127;124;124;119;0;0;MULTIPOLYGON (((356466.2144879269 515003.56280236784, 356218.08292758785 515034.4580398295, 356249.08620453917 515282.25556087587, 356497.2176491736 515251.3599375151, 356466.2144879269 515003.56280236784)))
1kmN3285E4788_11;1kmN3285E4788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((357458.7405190269 514879.9833531324, 357210.60904185707 514910.8779905727, 357241.61185649247 515158.6739696376, 357489.7432182812 515127.7789473878, 357458.7405190269 514879.9833531324)))
1kmN3285E4789_11;1kmN3285E4789;6;1;3;3;1;2;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;1;1;4;6;6;6;6;0;0;MULTIPOLYGON (((358451.26623603917 514756.4062997615, 358203.1348346058 514787.30033885874, 358234.1371882328 515035.0947803287, 358482.2684746259 515004.2003575219, 358451.26623603917 514756.4062997615)))
1kmN3285E4790_11;1kmN3285E4790;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((359443.79166870215 514632.83163548354, 359195.6603355706 514663.7250779439, 359226.66222951206 514911.51798620727, 359474.7934479255 514880.62416113075, 359443.79166870215 514632.83163548354)))
1kmN3285E4791_11;1kmN3285E4791;3;1;1;2;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;1;1;1;2;3;3;3;3;0;0;MULTIPOLYGON (((360436.31684674707 514509.25935354456, 360188.18557448126 514540.1522010509, 360219.1870100524 514787.943580498, 360467.31816793384 514757.05035146046, 360436.31684674707 514509.25935354456)))
1kmN3285E4792_11;1kmN3285E4792;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((361428.8417999083 514385.68944718596, 361180.7105810757 514416.5817014361, 361211.7115595925 514664.3715564348, 361459.842664368 514633.47892176826, 361428.8417999083 514385.68944718596)))
1kmN3285E4793_11;1kmN3285E4793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((362421.3665579244 514262.1219096398, 362173.235385085 514293.01357231755, 362204.23590786057 514540.8019072814, 362452.3669669677 514509.909865275, 362421.3665579244 514262.1219096398)))
1kmN3285E4794_11;1kmN3285E4794;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;MULTIPOLYGON (((363413.89115051925 514138.55673415307, 363165.7600162473 514169.4478069553, 363196.76008460147 514417.2346262522, 363444.89110547147 514386.3431752343, 363413.89115051925 514138.55673415307)))
1kmN3285E4795_11;1kmN3285E4795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((364406.4156074382 514014.99391396996, 364158.28450430196 514045.8843985712, 364189.2841195479 514293.66970661003, 364437.41510961344 514262.7788448706, 364406.4156074382 514014.99391396996)))
1kmN3285E4796_11;1kmN3285E4796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((365398.93995840993 513891.43344232347, 365150.8088789731 513922.3233404262, 365181.80804243096 514170.1071415823, 365429.9390091271 514139.2168674441, 365398.93995840993 513891.43344232347)))
1kmN3285E4797_11;1kmN3285E4797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((366391.46423317096 513767.87531246804, 366143.3331699993 513798.7646257505, 366174.3318829896 514046.546924416, 366422.46283375286 514015.65723617934, 366391.46423317096 513767.87531246804)))
1kmN3285E4798_11;1kmN3285E4798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((367383.9884614623 513644.31951762456, 367135.8574071211 513675.2082477957, 367166.8556709541 513922.9890483385, 367414.9866132166 513892.09994433075, 367383.9884614623 513644.31951762456)))
1kmN3285E4799_11;1kmN3285E4799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((368376.5126730186 513520.76605106145, 368128.38162006845 513551.65419978835, 368159.3794360649 513799.433506622, 368407.5103772585 513768.5449851407, 368376.5126730186 513520.76605106145)))
1kmN3285E4800_11;1kmN3285E4800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((369369.0368975665 513397.21490599215, 369120.9058385847 513428.1024749875, 369151.9032080553 513675.88029247336, 369400.03415561485 513644.99235183746, 369369.0368975665 513397.21490599215)))
1kmN3285E4801_11;1kmN3285E4801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((370361.5611648553 513273.6660756832, 370113.4300924003 513304.5530666234, 370144.42701666127 513552.32939917035, 370392.55797801877 513521.4420376746, 370361.5611648553 513273.6660756832)))
1kmN3285E4802_11;1kmN3285E4802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((371354.08550461836 513150.1195533667, 371105.95441125677 513181.0059679523, 371136.95089162525 513428.780819932, 371385.0818742167 513397.8940359028, 371354.08550461836 513150.1195533667)))
1kmN3285E4803_11;1kmN3285E4803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((372346.6099465841 513026.57533230353, 372098.47882488434 513057.4611721914, 372129.4748626722 513305.2345480034, 372377.6058739403 513274.3483397495, 372346.6099465841 513026.57533230353)))
1kmN3285E4804_11;1kmN3285E4804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((373339.1345204938 512903.0334057119, 373091.0033630188 512933.91867261846, 373121.9989595547 513181.6905766465, 373370.1300069173 513150.8049424682, 373339.1345204938 512903.0334057119)))
1kmN3285E4805_11;1kmN3285E4805;28;7;15;13;1;3;4;0;1;1;3;5;1;1;3;2;0;0;0;3;6;7;7;7;7;22;27;27;25;28;0;0;MULTIPOLYGON (((374331.65925609035 512779.4937668415, 374083.5280554057 512810.37846245244, 374114.5232119905 513058.14889908396, 374362.6543028949 513027.2638373086, 374331.65925609035 512779.4937668415)))
1kmN3285E4806_11;1kmN3285E4806;79;20;37;42;4;3;4;7;11;4;5;5;5;9;3;7;6;4;1;1;20;20;20;20;20;84;81;80;80;79;0;0;MULTIPOLYGON (((375324.18418310804 512655.95640895236, 375076.05293177936 512686.8405349562, 375107.0476497345 512934.60950857215, 375355.1787916107 512903.72501749545, 375324.18418310804 512655.95640895236)))
1kmN3285E4807_11;1kmN3285E4807;201;53;100;101;14;13;7;10;14;19;14;16;12;14;16;15;9;12;8;8;53;55;54;53;53;185;193;194;192;201;0;0;MULTIPOLYGON (((376316.7093312793 512532.421325285, 376068.5780218754 512563.30488335714, 376099.5723025182 512811.0723983515, 376347.70350280055 512780.1884762924, 376316.7093312793 512532.421325285)))
1kmN3285E4808_11;1kmN3285E4808;6;3;4;2;0;0;0;0;2;0;0;0;0;2;1;0;0;0;0;1;3;3;3;3;3;10;10;10;10;6;0;0;MULTIPOLYGON (((377309.23473034834 512408.88850906584, 377061.10335543175 512439.7715009209, 377092.0972000734 512687.5375616569, 377340.22846619703 512656.6542069437, 377309.23473034834 512408.88850906584)))
1kmN3285E4809_13;1kmN3285E4809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((378022.6362952073 512068.4756938191, 377774.50475782074 512099.35789998714, 377805.4975332625 512347.1229491504, 378053.628962185 512316.2403808702, 378022.6362952073 512068.4756938191)))
1kmN3286E4773_11;1kmN3286E4773;3;1;2;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;1;1;0;3;3;3;3;0;0;MULTIPOLYGON (((342694.8440226581 517725.2066111183, 342446.71099925507 517756.1120311264, 342477.72390732553 518003.9312633863, 342725.8568100736 517973.0254423572, 342694.8440226581 517725.2066111183)))
1kmN3286E4774_11;1kmN3286E4774;5;1;3;2;0;0;0;1;1;0;0;0;1;0;2;0;0;0;0;0;1;1;1;1;1;6;5;5;5;5;0;0;MULTIPOLYGON (((343687.37564917526 517601.5865018489, 343439.242811688 517632.49129376374, 343470.2552376328 517880.30892354343, 343718.3879548052 517849.40373169445, 343687.37564917526 517601.5865018489)))
1kmN3286E4775_11;1kmN3286E4775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((344679.90655062126 517477.96890068334, 344431.7738916142 517508.87306620367, 344462.7858367545 517756.6890978869, 344710.9183757735 517725.78453352023, 344679.90655062126 517477.96890068334)))
1kmN3286E4776_11;1kmN3286E4776;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;1;2;2;2;2;2;0;0;MULTIPOLYGON (((345672.43675672647 517354.35380085465, 345424.3042687604 517385.25734168105, 345455.31573442154 517633.07177965716, 345703.44810271845 517602.16784108244, 345672.43675672647 517354.35380085465)))
1kmN3286E4777_11;1kmN3286E4777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((346664.9662972189 517230.741195607, 346416.83397287066 517261.64411342517, 346447.84496035957 517509.45696207415, 346695.9771653751 517478.5536476094, 346664.9662972189 517230.741195607)))
1kmN3286E4778_11;1kmN3286E4778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((347657.4952018304 517107.1310781613, 347409.36303365894 517138.0333746597, 347440.3735443095 517385.8446383858, 347688.50559346494 517354.9419463435, 347657.4952018304 517107.1310781613)))
1kmN3286E4779_11;1kmN3286E4779;62;17;34;28;3;3;3;3;6;1;4;5;2;9;6;3;4;6;2;2;13;15;15;17;17;52;57;58;64;62;0;0;MULTIPOLYGON (((348650.0235002963 516983.5234417701, 348401.8914808765 517014.4251186419, 348432.90151599125 517262.2348018158, 348681.03341672407 517231.3327305, 348650.0235002963 516983.5234417701)))
1kmN3286E4780_11;1kmN3286E4780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((349642.5512223389 516859.9182796441, 349394.41934424156 516890.8193385899, 349425.4289051421 517138.6274456084, 349673.5606648915 517107.72599332035, 349642.5512223389 516859.9182796441)))
1kmN3286E4781_11;1kmN3286E4781;8;4;3;5;0;1;0;1;0;1;0;0;0;1;1;0;2;0;0;1;4;4;4;4;4;8;8;8;8;8;0;0;MULTIPOLYGON (((350635.0783977075 516736.3155850414, 350386.9466534923 516767.21602773387, 350417.9557414971 517015.0225630002, 350666.08736769063 516984.12172805425, 350635.0783977075 516736.3155850414)))
1kmN3286E4782_11;1kmN3286E4782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((351627.6050561223 516612.7153511867, 351379.4734383592 516643.61517932545, 351410.48205478454 516891.4201472206, 351658.61355485907 516860.5199279152, 351627.6050561223 516612.7153511867)))
1kmN3286E4783_11;1kmN3286E4783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((352620.13122732 516489.117571326, 352371.99972857255 516520.0167865921, 352403.0078747367 516767.8201915026, 352651.1392561239 516736.9205861632, 352620.13122732 516489.117571326)))
1kmN3286E4784_11;1kmN3286E4784;24;7;16;8;3;2;2;0;1;0;4;1;1;1;2;2;3;1;0;1;7;7;7;7;7;23;22;23;25;24;0;0;MULTIPOLYGON (((353612.6569410331 516365.52223867644, 353364.52555387106 516396.4208427761, 353395.5332310933 516644.2226890866, 353643.6645012245 516613.3236960145, 353612.6569410331 516365.52223867644)))
1kmN3286E4785_11;1kmN3286E4785;3;1;2;1;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;2;2;2;1;1;4;4;4;3;3;0;0;MULTIPOLYGON (((354605.1822269958 516241.92934649065, 354357.050943982 516272.82734111696, 354388.0581535753 516520.6276332028, 354636.1893198885 516489.7292507179, 354605.1822269958 516241.92934649065)))
1kmN3286E4786_11;1kmN3286E4786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((355597.7071149355 516118.3388880007, 355349.57592864253 516149.23627484404, 355380.5826719276 516397.03501711134, 355628.71374184894 516366.1372435009, 355597.7071149355 516118.3388880007)))
1kmN3286E4787_11;1kmN3286E4787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((356590.23163459403 515994.7508564489, 356342.10053758044 516025.6476371912, 356373.10681587027 516273.4448340172, 356621.23779684154 516242.54766761325, 356590.23163459403 515994.7508564489)))
1kmN3286E4788_11;1kmN3286E4788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((357582.755815696 515871.1652450785, 357334.6248005375 515902.06142140366, 357365.6306151497 516149.8570771832, 357613.7615145968 516118.9605162814, 357582.755815696 515871.1652450785)))
1kmN3286E4789_11;1kmN3286E4789;25;7;15;10;3;1;5;1;0;2;1;1;3;1;2;3;2;0;0;0;6;7;7;7;7;25;28;28;27;25;0;0;MULTIPOLYGON (((358575.2796879819 515747.58204710577, 358327.14874723856 515778.47762071434, 358358.1540994959 516026.27173983864, 358606.2849248551 515995.37578275707, 358575.2796879819 515747.58204710577)))
1kmN3286E4790_11;1kmN3286E4790;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((359567.8032811819 515624.0012557935, 359319.672407415 515654.89622836, 359350.6772986316 515902.6888152156, 359598.80805734004 515871.7934602611, 359567.8032811819 515624.0012557935)))
1kmN3286E4791_11;1kmN3286E4791;6;2;3;3;1;0;0;0;0;1;1;0;0;0;2;1;0;0;0;0;2;2;2;2;2;6;7;6;6;6;0;0;MULTIPOLYGON (((360560.32662502734 515500.42286436073, 360312.19581081404 515531.3172376016, 360343.20024230646 515779.1082965769, 360591.3309417949 515748.2135420507, 360560.32662502734 515500.42286436073)))
1kmN3286E4792_11;1kmN3286E4792;12;3;7;5;2;2;2;1;0;0;0;1;3;1;0;0;0;0;0;0;0;3;3;3;3;0;9;11;11;12;0;0;MULTIPOLYGON (((361552.84974925703 515376.84686606005, 361304.718987165 515407.74064165633, 361335.72296024626 515655.53017713036, 361583.8536079505 515624.6360213524, 361552.84974925703 515376.84686606005)))
1kmN3286E4793_11;1kmN3286E4793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((362545.3726836072 515253.2732541319, 362297.241966192 515284.1664337581, 362328.2454821897 515531.954450137, 362576.3760855312 515501.0608914122, 362545.3726836072 515253.2732541319)))
1kmN3286E4794_11;1kmN3286E4794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((363537.89545780426 515129.70202180836, 363289.76477764285 515160.5946071744, 363320.76783786394 515408.38110882416, 363568.8984042873 515377.48814546876, 363537.89545780426 515129.70202180836)))
1kmN3286E4795_11;1kmN3286E4795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((364530.4181015906 515006.133162342, 364282.2874512432 515037.02515512705, 364313.2900570064 515284.81014644355, 364561.42059394496 515253.91777675785, 364530.4181015906 515006.133162342)))
1kmN3286E4796_11;1kmN3286E4796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((365522.9406446942 514882.5666689621, 365274.8100167336 514913.4580708528, 365305.8121693552 515161.2415562272, 365553.94268423517 515130.3497785311, 365522.9406446942 514882.5666689621)))
1kmN3286E4797_11;1kmN3286E4797;9;3;3;6;0;0;1;2;1;1;0;0;2;0;0;0;0;0;0;2;2;2;2;2;2;6;6;6;6;6;0;0;MULTIPOLYGON (((366515.46311685874 514759.0025349036, 366267.3325038416 514789.89334759954, 366298.3342046366 515037.67533142585, 366546.4647049027 515006.78414402343, 366515.46311685874 514759.0025349036)))
1kmN3286E4798_11;1kmN3286E4798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((367507.9855478133 514635.44075343385, 367259.8549423084 514666.330978618, 367290.85619259917 514914.11146525946, 367538.98668568034 514883.2208664706, 367507.9855478133 514635.44075343385)))
1kmN3286E4799_11;1kmN3286E4799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((368500.5079672936 514511.881317772, 368252.3773618736 514542.7709571384, 368283.37816297007 514790.5499509964, 368531.5086562942 514759.6599391261, 368500.5079672936 514511.881317772)))
1kmN3286E4800_11;1kmN3286E4800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((369493.03040503385 514388.32422116306, 369244.8997922599 514419.2132763993, 369275.9001454798 514666.99078187253, 369524.030646495 514636.101355223, 369493.03040503385 514388.32422116306)))
1kmN3286E4801_11;1kmN3286E4801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((370485.5528907811 514264.7694568662, 370237.4222632196 514295.65792965144, 370268.42216988205 514543.43395111617, 370516.5526860099 514512.54510801286, 370485.5528907811 514264.7694568662)))
1kmN3286E4802_11;1kmN3286E4802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((371478.0754542607 514141.21701810136, 371229.94480447914 514172.10491014365, 371260.94426589104 514419.8794519799, 371509.07480456936 514388.9911907194, 371478.0754542607 514141.21701810136)))
1kmN3286E4803_11;1kmN3286E4803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((372470.5981252054 514017.6668981258, 372222.4674457718 514048.55421110895, 372253.46646325977 514296.3272777051, 372501.59703192225 514265.4395966092, 372470.5981252054 514017.6668981258)))
1kmN3286E4804_11;1kmN3286E4804;2;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;2;2;2;2;0;0;MULTIPOLYGON (((373463.1209333696 513894.1190901827, 373214.99021684 513925.0058257859, 373245.98879171046 514172.77742154803, 373494.11939779174 514141.8903189134, 373463.1209333696 513894.1190901827)))
1kmN3286E4805_11;1kmN3286E4805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((374455.6439084714 513770.57358752005, 374207.51314741874 513801.4597474374, 374238.5112809977 514049.2298767287, 374486.6419319336 514018.3433508845, 374455.6439084714 513770.57358752005)))
1kmN3286E4806_11;1kmN3286E4806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((375448.1670802574 513647.03038336616, 375200.03626724833 513677.91596928705, 375231.033960848 513925.6846365081, 375479.1646640697 513894.7986857528, 375448.1670802574 513647.03038336616)))
1kmN3286E4807_11;1kmN3286E4807;30;9;14;16;1;4;1;0;0;4;5;3;1;0;1;2;0;6;2;0;10;9;9;9;9;37;32;29;30;30;0;0;MULTIPOLYGON (((376440.6904784656 513523.48947097454, 376192.55960605765 513554.37448459025, 376223.55686099234 513802.1416941257, 376471.68762394076 513771.25631676987, 376440.6904784656 513523.48947097454)))
1kmN3286E4808_11;1kmN3286E4808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((377433.2141328252 513399.9508436024, 377185.0831935985 513430.8352865977, 377216.08001117705 513678.60104282387, 377464.21084127855 513647.7162371902, 377433.2141328252 513399.9508436024)))
1kmN3286E4809_31;1kmN3286E4809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((377867.48531331227 512842.6528189266, 377619.35412019445 512873.5362528842, 377650.3492335356 513121.30143592507, 377898.48031785316 513090.4176397631, 377867.48531331227 512842.6528189266)))
1kmN3287E4773_11;1kmN3287E4773;16;3;8;8;1;2;1;0;0;2;1;3;2;0;0;1;0;2;0;1;2;3;3;3;3;13;13;16;16;16;0;0;MULTIPOLYGON (((342818.8997016122 518716.4814323215, 342570.76716132765 518747.38845610525, 342601.78308914637 518995.20735267457, 342849.91550843406 518964.2999280812, 342818.8997016122 518716.4814323215)))
1kmN3287E4774_11;1kmN3287E4774;42;8;20;22;4;6;0;3;0;4;4;4;6;0;1;3;2;2;1;2;8;8;8;8;8;38;41;43;42;42;0;0;MULTIPOLYGON (((343811.42939892795 518592.8549189037, 343563.2970432419 518623.7613102058, 343594.3124875871 518871.5786052272, 343842.44472260587 518840.67181421816, 343811.42939892795 518592.8549189037)))
1kmN3287E4775_11;1kmN3287E4775;6;2;3;3;0;2;0;0;0;0;0;2;0;0;0;1;1;0;0;0;1;2;2;2;2;4;6;6;6;6;0;0;MULTIPOLYGON (((344803.95837644686 518469.2309311405, 344555.8261979263 518500.13669167645, 344586.8411601056 518747.9523895299, 344834.97321829724 518717.0462303953, 344803.95837644686 518469.2309311405)))
1kmN3287E4776_11;1kmN3287E4776;5;1;2;3;0;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;1;1;1;1;5;5;5;5;5;0;0;MULTIPOLYGON (((345796.4866638951 518345.60946227796, 345548.35465510323 518376.51459372416, 345579.36913644563 518624.32869880646, 345827.50102523237 518593.42316986714, 345796.4866638951 518345.60946227796)))
1kmN3287E4777_11;1kmN3287E4777;66;22;39;27;4;7;3;3;2;5;9;7;2;3;5;5;2;2;1;6;16;19;21;20;20;61;68;73;69;68;0;0;MULTIPOLYGON (((346789.01429099997 518221.99050555564, 346540.88244450866 518252.8950095931, 346571.89644632273 518500.7075262936, 346820.02817314817 518469.8026258545, 346789.01429099997 518221.99050555564)))
1kmN3287E4778_11;1kmN3287E4778;100;25;50;50;5;3;5;3;10;6;6;3;12;8;6;9;7;4;5;8;23;24;25;25;25;100;99;99;100;100;0;0;MULTIPOLYGON (((347781.5412875025 518098.3740541898, 347533.4095958718 518129.2779325126, 347564.42311948596 518377.0888652308, 347812.5546917686 518346.18459158577, 347781.5412875025 518098.3740541898)))
1kmN3287E4779_11;1kmN3287E4779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((348774.06768312457 517974.760101418, 348525.93613892305 518005.66335573606, 348556.9491856527 518253.47270884644, 348805.08061083837 518222.56906031724, 348774.06768312457 517974.760101418)))
1kmN3287E4780_11;1kmN3287E4780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((349766.5935076013 517851.1486404864, 349518.4621034048 517882.0512724733, 349549.474674565 518129.8590503698, 349797.60596007877 518098.95602526236, 349766.5935076013 517851.1486404864)))
