,populacja_razem,populacja_lokale,populacja_k_razem,populacja_m_razem,populacja_00_04,populacja_05_09,populacja_10_14,populacja_15_19,populacja_20_24,populacja_25_29,populacja_30_34,populacja_35_39,populacja_40_44,populacja_45_49,populacja_50_54,populacja_55_59,populacja_60_64,populacja_65_69,populacja_70_74,populacja_75_99,msw_2012_lokale,msw_2013_lokale,msw_2014_lokale,msw_2015_lokale,msw_2016_lokale,msw_2012_popul_razem,msw_2013_popul_razem,msw_2014_popul_razem,msw_2015_popul_razem,msw_2016_popul_razem,budynki_all,budynki_mieszkalne,geometry,war
3410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.86904345002694 49.97927651524786, 19.86558436004264 49.97957808206085, 19.86604612163223 49.98180258956705, 19.86950536851433 49.98150100662514, 19.86904345002694 49.97927651524786))",True
3411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.86858158523014 49.97705201969225, 19.86512265212604 49.97735357037823, 19.86558436004264 49.97957808206085, 19.86904345002694 49.97927651524786, 19.86858158523014 49.97705201969225))",True
3412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.86512265212604 49.97735357037823, 19.86166367921634 49.97765501605784, 19.86212523024565 49.97987954386205, 19.86558436004264 49.97957808206085, 19.86512265212604 49.97735357037823))",True
3413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.86512265212604 49.97735357037823, 19.86166367921634 49.97765501605784, 19.86212523024565 49.97987954386205, 19.86558436004264 49.97957808206085, 19.86512265212604 49.97735357037823))",True
3414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.86512265212604 49.97735357037823, 19.86166367921634 49.97765501605784, 19.86212523024565 49.97987954386205, 19.86558436004264 49.97957808206085, 19.86512265212604 49.97735357037823))",True
3415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.86512265212604 49.97735357037823, 19.86166367921634 49.97765501605784, 19.86212523024565 49.97987954386205, 19.86558436004264 49.97957808206085, 19.86512265212604 49.97735357037823))",True
3416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.86558436004264 49.97957808206085, 19.86212523024565 49.97987954386205, 19.86258683493043 49.98210406749185, 19.86604612163223 49.98180258956705, 19.86558436004264 49.97957808206085))",True
3417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.86558436004264 49.97957808206085, 19.86212523024565 49.97987954386205, 19.86258683493043 49.98210406749185, 19.86604612163223 49.98180258956705, 19.86558436004264 49.97957808206085))",True
3418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.86558436004264 49.97957808206085, 19.86212523024565 49.97987954386205, 19.86258683493043 49.98210406749185, 19.86604612163223 49.98180258956705, 19.86558436004264 49.97957808206085))",True
3419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.86558436004264 49.97957808206085, 19.86212523024565 49.97987954386205, 19.86258683493043 49.98210406749185, 19.86604612163223 49.98180258956705, 19.86558436004264 49.97957808206085))",True
3425,3,1,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,3,1,1,"POLYGON ((19.88587565321415 49.97554269123596, 19.88241691933193 49.97584476692435, 19.88287941157953 49.97806919791815, 19.88633830230694 49.97776710607602, 19.88587565321415 49.97554269123596))",True
3426,3,1,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,3,1,1,"POLYGON ((19.88587565321415 49.97554269123596, 19.88241691933193 49.97584476692435, 19.88287941157953 49.97806919791815, 19.88633830230694 49.97776710607602, 19.88587565321415 49.97554269123596))",True
3427,3,1,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,3,1,1,"POLYGON ((19.88587565321415 49.97554269123596, 19.88241691933193 49.97584476692435, 19.88287941157953 49.97806919791815, 19.88633830230694 49.97776710607602, 19.88587565321415 49.97554269123596))",True
3428,3,1,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,3,1,1,"POLYGON ((19.88587565321415 49.97554269123596, 19.88241691933193 49.97584476692435, 19.88287941157953 49.97806919791815, 19.88633830230694 49.97776710607602, 19.88587565321415 49.97554269123596))",True
3429,35,6,19,16,3,5,2,1,0,1,5,5,2,0,1,4,3,2,0,1,6,6,6,6,6,30,31,34,35,35,8,7,"POLYGON ((19.88633830230694 49.97776710607602, 19.88287941157953 49.97806919791815, 19.88334195758764 49.98029362472606, 19.88680100517763 49.97999151672806, 19.88633830230694 49.97776710607602))",True
3430,35,6,19,16,3,5,2,1,0,1,5,5,2,0,1,4,3,2,0,1,6,6,6,6,6,30,31,34,35,35,8,7,"POLYGON ((19.88633830230694 49.97776710607602, 19.88287941157953 49.97806919791815, 19.88334195758764 49.98029362472606, 19.88680100517763 49.97999151672806, 19.88633830230694 49.97776710607602))",True
3431,35,6,19,16,3,5,2,1,0,1,5,5,2,0,1,4,3,2,0,1,6,6,6,6,6,30,31,34,35,35,8,7,"POLYGON ((19.88633830230694 49.97776710607602, 19.88287941157953 49.97806919791815, 19.88334195758764 49.98029362472606, 19.88680100517763 49.97999151672806, 19.88633830230694 49.97776710607602))",True
3432,35,6,19,16,3,5,2,1,0,1,5,5,2,0,1,4,3,2,0,1,6,6,6,6,6,30,31,34,35,35,8,7,"POLYGON ((19.88633830230694 49.97776710607602, 19.88287941157953 49.97806919791815, 19.88334195758764 49.98029362472606, 19.88680100517763 49.97999151672806, 19.88633830230694 49.97776710607602))",True
3440,35,10,18,17,3,4,0,1,2,3,3,3,2,2,3,4,1,2,0,2,9,9,9,10,10,33,33,31,37,35,19,15,"POLYGON ((19.88195448083584 49.97362033174403, 19.87849586391814 49.97392228628914, 19.87895814557943 49.97614673761605, 19.88241691933193 49.97584476692435, 19.88195448083584 49.97362033174403))",True
3441,35,10,18,17,3,4,0,1,2,3,3,3,2,2,3,4,1,2,0,2,9,9,9,10,10,33,33,31,37,35,19,15,"POLYGON ((19.88195448083584 49.97362033174403, 19.87849586391814 49.97392228628914, 19.87895814557943 49.97614673761605, 19.88241691933193 49.97584476692435, 19.88195448083584 49.97362033174403))",True
3442,35,10,18,17,3,4,0,1,2,3,3,3,2,2,3,4,1,2,0,2,9,9,9,10,10,33,33,31,37,35,19,15,"POLYGON ((19.88195448083584 49.97362033174403, 19.87849586391814 49.97392228628914, 19.87895814557943 49.97614673761605, 19.88241691933193 49.97584476692435, 19.88195448083584 49.97362033174403))",True
3443,35,10,18,17,3,4,0,1,2,3,3,3,2,2,3,4,1,2,0,2,9,9,9,10,10,33,33,31,37,35,19,15,"POLYGON ((19.88195448083584 49.97362033174403, 19.87849586391814 49.97392228628914, 19.87895814557943 49.97614673761605, 19.88241691933193 49.97584476692435, 19.88195448083584 49.97362033174403))",True
3448,58,17,31,27,4,5,1,2,5,5,3,8,4,4,0,4,3,5,4,1,11,12,12,13,17,52,56,56,54,58,19,15,"POLYGON ((19.87803363598194 49.97169783077742, 19.87457513603814 49.97199966419014, 19.87503720715013 49.97422413584113, 19.87849586391814 49.97392228628914, 19.87803363598194 49.97169783077742))",True
3449,48,17,25,23,7,6,1,3,0,1,6,3,4,3,1,3,0,4,3,3,14,15,17,17,17,36,41,43,49,48,23,23,"POLYGON ((19.87849586391814 49.97392228628914, 19.87503720715013 49.97422413584113, 19.87549933196975 49.97644860330923, 19.87895814557943 49.97614673761605, 19.87849586391814 49.97392228628914))",True
3450,33,6,17,16,2,1,3,1,3,3,3,2,2,4,1,0,2,0,3,3,6,6,6,6,6,33,33,33,33,33,7,6,"POLYGON ((19.88287941157953 49.97806919791815, 19.87942048097495 49.97837118475834, 19.87988287011344 49.98059562771663, 19.88334195758764 49.98029362472606, 19.88287941157953 49.97806919791815))",True
3451,92,28,49,43,6,7,8,4,3,5,3,12,7,5,3,7,8,4,2,8,22,23,24,25,28,78,80,84,86,92,30,28,"POLYGON ((19.88241691933193 49.97584476692435, 19.87895814557943 49.97614673761605, 19.87942048097495 49.97837118475834, 19.88287941157953 49.97806919791815, 19.88241691933193 49.97584476692435))",True
