,populacja_razem,populacja_lokale,populacja_k_razem,populacja_m_razem,populacja_00_04,populacja_05_09,populacja_10_14,populacja_15_19,populacja_20_24,populacja_25_29,populacja_30_34,populacja_35_39,populacja_40_44,populacja_45_49,populacja_50_54,populacja_55_59,populacja_60_64,populacja_65_69,populacja_70_74,populacja_75_99,msw_2012_lokale,msw_2013_lokale,msw_2014_lokale,msw_2015_lokale,msw_2016_lokale,msw_2012_popul_razem,msw_2013_popul_razem,msw_2014_popul_razem,msw_2015_popul_razem,msw_2016_popul_razem,budynki_all,budynki_mieszkalne,geometry,war
4818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.81390901248011 50.00218687081786, 19.81044799081252 50.00248678052216, 19.81090751139002 50.00471152826197, 19.81436869021462 50.00441160250475, 19.81390901248011 50.00218687081786))",True
4819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.83813505289733 50.00008456059474, 19.83467430913432 50.00038520585864, 19.83513492966424 50.00260984111544, 19.83859583053522 50.00230917976097, 19.83813505289733 50.00008456059474))",True
4820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.83767432884582 49.99785993727265, 19.83421374217343 49.99816056644796, 19.83467430913432 50.00038520585864, 19.83813505289733 50.00008456059474, 19.83767432884582 49.99785993727265))",True
4821,7,2,3,4,1,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,7,3,2,"POLYGON ((19.83421374217343 49.99816056644796, 19.83075311576844 49.99846109055456, 19.83121352563183 50.00068574604845, 19.83467430913432 50.00038520585864, 19.83421374217343 49.99816056644796))",True
4822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.83467430913432 50.00038520585864, 19.83121352563183 50.00068574604845, 19.83167398904672 50.00291039739037, 19.83513492966424 50.00260984111544, 19.83467430913432 50.00038520585864))",True
4823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.83721365837213 49.99563530979426, 19.83375322877264 49.99593592288286, 19.83421374217343 49.99816056644796, 19.83767432884582 49.99785993727265, 19.83721365837213 49.99563530979426))",True
4832,8,2,5,3,1,1,2,1,0,0,0,0,2,0,0,0,1,0,0,0,1,1,1,1,2,9,9,9,8,8,2,1,"POLYGON ((19.83375322877264 49.99593592288286, 19.83029275944763 49.99623643090803, 19.83075311576844 49.99846109055456, 19.83421374217343 49.99816056644796, 19.83375322877264 49.99593592288286))",True
4833,47,15,21,26,7,6,0,3,1,1,9,6,4,2,3,2,0,0,2,1,6,6,9,13,15,24,24,31,43,47,18,16,"POLYGON ((19.83029275944763 49.99623643090803, 19.82683225041011 49.99653683386805, 19.82729244964391 49.99876150959047, 19.83075311576844 49.99846109055456, 19.83029275944763 49.99623643090803))",True
4842,38,11,18,20,2,2,4,3,2,4,1,4,3,3,1,5,1,1,0,2,9,11,11,11,11,34,40,40,39,38,13,11,"POLYGON ((19.82683225041011 49.99653683386805, 19.82337170167301 49.99683713176074, 19.82383174381283 49.99906182355367, 19.82729244964391 49.99876150959047, 19.82683225041011 49.99653683386805))",True
4843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.83121352563183 50.00068574604845, 19.82775270240273 50.00098618116224, 19.82821300869563 50.00321084858387, 19.83167398904672 50.00291039739037, 19.83121352563183 50.00068574604845))",True
4844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.83075311576844 49.99846109055456, 19.82729244964391 49.99876150959047, 19.82775270240273 50.00098618116224, 19.83121352563183 50.00068574604845, 19.83075311576844 49.99846109055456))",True
4845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.82729244964391 49.99876150959047, 19.82383174381283 49.99906182355367, 19.82429183946012 50.00128651119797, 19.82775270240273 50.00098618116224, 19.82729244964391 49.99876150959047))",True
4846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.82775270240273 50.00098618116224, 19.82429183946012 50.00128651119797, 19.82475198862392 50.00351119469407, 19.82821300869563 50.00321084858387, 19.82775270240273 50.00098618116224))",True
4847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.85197763029553 49.99888092883674, 19.84851704561992 49.99918199437778, 19.84897829453992 50.00140656524015, 19.85243903629544 50.00110548358715, 19.85197763029553 49.99888092883674))",True
4848,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,"POLYGON ((19.85151627795224 49.99665636992283, 19.84805585033904 49.99695741935374, 19.84851704561992 49.99918199437778, 19.85197763029553 49.99888092883674, 19.85151627795224 49.99665636992283))",True
4849,15,5,8,7,1,0,0,0,1,0,3,0,0,1,3,3,0,0,1,2,3,4,4,5,5,16,16,16,17,15,4,4,"POLYGON ((19.84805585033904 49.99695741935374, 19.84459538294163 49.99725836372354, 19.84505642115303 49.99948295485236, 19.84851704561992 49.99918199437778, 19.84805585033904 49.99695741935374))",True
4850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.84851704561992 49.99918199437778, 19.84505642115303 49.99948295485236, 19.84551751298604 50.00170754182136, 19.84897829453992 50.00140656524015, 19.84851704561992 49.99918199437778))",True
4851,43,18,23,20,5,4,0,3,1,0,9,8,5,0,0,2,5,0,1,0,15,15,16,16,18,37,39,42,42,43,30,22,"POLYGON ((19.85105497925672 49.99443180684496, 19.84759470868854 49.99473284016764, 19.84805585033904 49.99695741935374, 19.85151627795224 49.99665636992283, 19.85105497925672 49.99443180684496))",True
4852,43,18,23,20,5,4,0,3,1,0,9,8,5,0,0,2,5,0,1,0,15,15,16,16,18,37,39,42,42,43,30,22,"POLYGON ((19.85105497925672 49.99443180684496, 19.84759470868854 49.99473284016764, 19.84805585033904 49.99695741935374, 19.85151627795224 49.99665636992283, 19.85105497925672 49.99443180684496))",True
4853,43,18,23,20,5,4,0,3,1,0,9,8,5,0,0,2,5,0,1,0,15,15,16,16,18,37,39,42,42,43,30,22,"POLYGON ((19.85105497925672 49.99443180684496, 19.84759470868854 49.99473284016764, 19.84805585033904 49.99695741935374, 19.85151627795224 49.99665636992283, 19.85105497925672 49.99443180684496))",True
4854,43,18,23,20,5,4,0,3,1,0,9,8,5,0,0,2,5,0,1,0,15,15,16,16,18,37,39,42,42,43,30,22,"POLYGON ((19.85105497925672 49.99443180684496, 19.84759470868854 49.99473284016764, 19.84805585033904 49.99695741935374, 19.85151627795224 49.99665636992283, 19.85105497925672 49.99443180684496))",True
4863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.84759470868854 49.99473284016764, 19.84413439834303 49.99503376843466, 19.84459538294163 49.99725836372354, 19.84805585033904 49.99695741935374, 19.84759470868854 49.99473284016764))",True
4864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.84413439834303 49.99503376843466, 19.84067404823332 49.99533459164415, 19.84113487577293 49.99755920303055, 19.84459538294163 49.99725836372354, 19.84413439834303 49.99503376843466))",True
4873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.84067404823332 49.99533459164415, 19.83721365837213 49.99563530979426, 19.83767432884582 49.99785993727265, 19.84113487577293 49.99755920303055, 19.84067404823332 49.99533459164415))",True
4874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.84505642115303 49.99948295485236, 19.84159575690783 49.99978381025864, 19.84205669164684 50.00200841332897, 19.84551751298604 50.00170754182136, 19.84505642115303 49.99948295485236))",True
4875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.84459538294163 49.99725836372354, 19.84113487577293 49.99755920303055, 19.84159575690783 49.99978381025864, 19.84505642115303 49.99948295485236, 19.84459538294163 49.99725836372354))",True
4876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"POLYGON ((19.84113487577293 49.99755920303055, 19.83767432884582 49.99785993727265, 19.83813505289733 50.00008456059474, 19.84159575690783 49.99978381025864, 19.84113487577293 49.99755920303055))",True
4877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.84159575690783 49.99978381025864, 19.83813505289733 50.00008456059474, 19.83859583053522 50.00230917976097, 19.84205669164684 50.00200841332897, 19.84159575690783 49.99978381025864))",True
4878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.86581957082664 49.99767561604843, 19.86235914544542 49.99797710183536, 19.86282102264314 50.00020160821733, 19.86628160507622 49.99990010629693, 19.86581957082664 49.99767561604843))",True
4879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.86535759030383 49.99545112162872, 19.86189732195703 49.99575259128402, 19.86235914544542 49.99797710183536, 19.86581957082664 49.99767561604843, 19.86535759030383 49.99545112162872))",True
4880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.86189732195703 49.99575259128402, 19.85843701377414 49.99605395588605, 19.85889868022122 49.99827848256363, 19.86235914544542 49.99797710183536, 19.86189732195703 49.99575259128402))",True
4881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.86235914544542 49.99797710183536, 19.85889868022122 49.99827848256363, 19.85936040036004 50.00050300507375, 19.86282102264314 50.00020160821733, 19.86235914544542 49.99797710183536))",True
4882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.86489566349893 49.99322662303746, 19.86143555216894 49.99352807656294, 19.86189732195703 49.99575259128402, 19.86535759030383 49.99545112162872, 19.86489566349893 49.99322662303746))",True
4883,13,3,6,7,1,0,0,0,1,3,1,0,1,2,2,1,0,0,0,1,3,3,3,3,3,14,12,13,13,13,5,5,"POLYGON ((19.86443379040294 49.99100212027407, 19.86097383607223 49.99130355767185, 19.86143555216894 49.99352807656294, 19.86489566349893 49.99322662303746, 19.86443379040294 49.99100212027407))",True
4884,37,7,16,21,0,1,2,4,0,3,4,2,4,3,1,0,6,1,3,3,7,7,7,7,7,43,41,39,38,37,9,8,"POLYGON ((19.86097383607223 49.99130355767185, 19.85751384191952 49.99160489002716, 19.85797540100994 49.99382942504074, 19.86143555216894 49.99352807656294, 19.86097383607223 49.99130355767185))",True
4885,28,10,15,13,2,2,0,1,2,3,1,1,2,1,5,3,1,0,1,3,7,8,8,9,10,26,27,26,27,28,11,8,"POLYGON ((19.86143555216894 49.99352807656294, 19.85797540100994 49.99382942504074, 19.85843701377414 49.99605395588605, 19.86189732195703 49.99575259128402, 19.86143555216894 49.99352807656294))",True
4886,70,19,40,30,2,3,5,7,6,3,3,3,4,6,9,6,2,0,3,8,17,17,18,18,19,74,74,72,70,70,22,21,"POLYGON ((19.85797540100994 49.99382942504074, 19.85451521003483 49.99413066846863, 19.85497666576823 49.99635521543303, 19.85843701377414 49.99605395588605, 19.85797540100994 49.99382942504074))",True
4887,60,16,28,32,3,6,4,3,4,4,3,9,6,4,6,3,3,0,0,2,14,14,14,15,16,60,59,59,59,60,16,15,"POLYGON ((19.85751384191952 49.99160489002716, 19.85405380795792 49.99190611733814, 19.85451521003483 49.99413066846863, 19.85797540100994 49.99382942504074, 19.85751384191952 49.99160489002716))",True
4888,141,37,74,67,11,7,5,8,6,16,11,11,7,11,9,11,4,8,5,11,33,34,33,34,37,132,134,136,137,141,40,36,"POLYGON ((19.85405380795792 49.99190611733814, 19.85059373420023 49.99220723960275, 19.85105497925672 49.99443180684496, 19.85451521003483 49.99413066846863, 19.85405380795792 49.99190611733814))",True
4889,87,23,46,41,4,8,4,6,6,6,6,6,2,10,2,7,5,5,3,7,20,20,20,21,21,83,83,84,83,83,25,22,"POLYGON ((19.85451521003483 49.99413066846863, 19.85105497925672 49.99443180684496, 19.85151627795224 49.99665636992283, 19.85497666576823 49.99635521543303, 19.85451521003483 49.99413066846863))",True
4890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.85889868022122 49.99827848256363, 19.85543817516693 49.99857975823146, 19.85589973823983 50.00080429686434, 19.85936040036004 50.00050300507375, 19.85889868022122 49.99827848256363))",True
4891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.85843701377414 49.99605395588605, 19.85497666576823 49.99635521543303, 19.85543817516693 49.99857975823146, 19.85889868022122 49.99827848256363, 19.85843701377414 49.99605395588605))",True
4892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.85497666576823 49.99635521543303, 19.85151627795224 49.99665636992283, 19.85197763029553 49.99888092883674, 19.85543817516693 49.99857975823146, 19.85497666576823 49.99635521543303))",True
4893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.85543817516693 49.99857975823146, 19.85197763029553 49.99888092883674, 19.85243903629544 50.00110548358715, 19.85589973823983 50.00080429686434, 19.85543817516693 49.99857975823146))",True
4894,11,2,5,6,0,0,0,0,0,1,3,1,0,1,2,1,1,1,0,0,2,2,2,2,2,16,15,15,11,11,6,2,"POLYGON ((19.87966087366285 49.99646862235434, 19.87620060778294 49.99677052835604, 19.87666311314585 49.99899497017154, 19.88012353604944 49.99869304801493, 19.87966087366285 49.99646862235434))",True
4895,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,1,1,3,3,3,3,3,2,1,"POLYGON ((19.87919826507293 49.99424419251493, 19.87573815619934 49.99454608236345, 19.87620060778294 49.99677052835604, 19.87966087366285 49.99646862235434, 19.87919826507293 49.99424419251493))",True
4896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.87573815619934 49.99454608236345, 19.87227800743794 49.99484786716654, 19.87274030200834 49.99707232930685, 19.87620060778294 49.99677052835604, 19.87573815619934 49.99454608236345))",True
4897,8,2,4,4,0,0,0,2,1,1,0,0,1,0,1,0,1,1,0,0,2,2,2,2,2,7,7,8,8,8,3,2,"POLYGON ((19.87620060778294 49.99677052835604, 19.87274030200834 49.99707232930685, 19.87320265034055 49.99929678727204, 19.87666311314585 49.99899497017154, 19.87620060778294 49.99677052835604))",True
4898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.87873571027105 49.99201975849614, 19.87527575838603 49.99232163219344, 19.87573815619934 49.99454608236345, 19.87919826507293 49.99424419251493, 19.87873571027105 49.99201975849614))",True
4899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.87827320924814 49.98979532029765, 19.87481341433433 49.99009717784564, 19.87527575838603 49.99232163219344, 19.87873571027105 49.99201975849614, 19.87827320924814 49.98979532029765))",True
4900,5,1,2,3,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,1,1,1,1,1,5,5,5,5,5,6,2,"POLYGON ((19.87481341433433 49.99009717784564, 19.87135357954693 49.99039893035904, 19.87181576662044 49.99262340085075, 19.87527575838603 49.99232163219344, 19.87481341433433 49.99009717784564))",True
4901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.87527575838603 49.99232163219344, 19.87181576662044 49.99262340085075, 19.87227800743794 49.99484786716654, 19.87573815619934 49.99454608236345, 19.87527575838603 49.99232163219344))",True
4902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.87181576662044 49.99262340085075, 19.86835573498713 49.99292506446606, 19.86881781880184 49.99514954692226, 19.87227800743794 49.99484786716654, 19.87181576662044 49.99262340085075))",True
4903,35,8,21,14,4,5,2,1,2,0,4,4,4,3,0,0,1,2,3,0,5,7,7,8,8,26,29,31,35,35,9,8,"POLYGON ((19.87135357954693 49.99039893035904, 19.86789370489884 49.99070057783585, 19.86835573498713 49.99292506446606, 19.87181576662044 49.99262340085075, 19.87135357954693 49.99039893035904))",True
4904,68,17,37,31,6,0,2,4,9,8,6,3,1,6,6,9,2,2,1,3,14,14,14,15,17,65,66,65,66,68,17,16,"POLYGON ((19.86789370489884 49.99070057783585, 19.86443379040294 49.99100212027407, 19.86489566349893 49.99322662303746, 19.86835573498713 49.99292506446606, 19.86789370489884 49.99070057783585))",True
4905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.86835573498713 49.99292506446606, 19.86489566349893 49.99322662303746, 19.86535759030383 49.99545112162872, 19.86881781880184 49.99514954692226, 19.86835573498713 49.99292506446606))",True
4906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.87274030200834 49.99707232930685, 19.86927995635192 49.99737402520494, 19.86974214764633 49.99959849931454, 19.87320265034055 49.99929678727204, 19.87274030200834 49.99707232930685))",True
4907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.87227800743794 49.99484786716654, 19.86881781880184 49.99514954692226, 19.86927995635192 49.99737402520494, 19.87274030200834 49.99707232930685, 19.87227800743794 49.99484786716654))",True
4908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.86881781880184 49.99514954692226, 19.86535759030383 49.99545112162872, 19.86581957082664 49.99767561604843, 19.86927995635192 49.99737402520494, 19.86881781880184 49.99514954692226))",True
4909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,"POLYGON ((19.86927995635192 49.99737402520494, 19.86581957082664 49.99767561604843, 19.86628160507622 49.99990010629693, 19.86974214764633 49.99959849931454, 19.86927995635192 49.99737402520494))",True
4910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.89350153797645 49.99525994787933, 19.89004143180474 49.99556227406445, 19.89050456522024 49.99778665122764, 19.89396482838755 49.99748430886594, 19.89350153797645 49.99525994787933))",True
4911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.89303830143214 49.99303558270602, 19.88957835223855 49.99333789271653, 19.89004143180474 49.99556227406445, 19.89350153797645 49.99525994787933, 19.89303830143214 49.99303558270602))",True
4912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.88957835223855 49.99333789271653, 19.88611836310555 49.99364009768954, 19.88658128568665 49.99586449520663, 19.89004143180474 49.99556227406445, 19.88957835223855 49.99333789271653))",True
4913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.89004143180474 49.99556227406445, 19.88658128568665 49.99586449520663, 19.88704426209963 49.99808888854103, 19.89050456522024 49.99778665122764, 19.89004143180474 49.99556227406445))",True
4914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.89257511874583 49.99081121334573, 19.88911532651275 49.99111350718367, 19.88957835223855 49.99333789271653, 19.89303830143214 49.99303558270602, 19.89257511874583 49.99081121334573))",True
4915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.89211198990854 49.98858683979805, 19.88865235461845 49.98888911746513, 19.88911532651275 49.99111350718367, 19.89257511874583 49.99081121334573, 19.89211198990854 49.98858683979805))",True
4916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.88865235461845 49.98888911746513, 19.88519267940303 49.98919129010543, 19.88565549434734 49.99141569598924, 19.88911532651275 49.99111350718367, 19.88865235461845 49.98888911746513))",True
4917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.88911532651275 49.99111350718367, 19.88565549434734 49.99141569598924, 19.88611836310555 49.99364009768954, 19.88957835223855 49.99333789271653, 19.88911532651275 49.99111350718367))",True
4918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.88565549434734 49.99141569598924, 19.88219562226245 49.99171777976074, 19.88265833404602 49.99394219762292, 19.88611836310555 49.99364009768954, 19.88565549434734 49.99141569598924))",True
4919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.88519267940303 49.98919129010543, 19.88173296427533 49.98949335771685, 19.88219562226245 49.99171777976074, 19.88565549434734 49.99141569598924, 19.88519267940303 49.98919129010543))",True
4920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"POLYGON ((19.88173296427533 49.98949335771685, 19.87827320924814 49.98979532029765, 19.87873571027105 49.99201975849614, 19.88219562226245 49.99171777976074, 19.88173296427533 49.98949335771685))",True
4921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.88219562226245 49.99171777976074, 19.87873571027105 49.99201975849614, 19.87919826507293 49.99424419251493, 19.88265833404602 49.99394219762292, 19.88219562226245 49.99171777976074))",True
4922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.88658128568665 49.99586449520663, 19.88312109963504 49.99616661130395, 19.88358391903834 49.99839102080415, 19.88704426209963 49.99808888854103, 19.88658128568665 49.99586449520663))",True
4923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.88611836310555 49.99364009768954, 19.88265833404602 49.99394219762292, 19.88312109963504 49.99616661130395, 19.88658128568665 49.99586449520663, 19.88611836310555 49.99364009768954))",True
4924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.88265833404602 49.99394219762292, 19.87919826507293 49.99424419251493, 19.87966087366285 49.99646862235434, 19.88312109963504 49.99616661130395, 19.88265833404602 49.99394219762292))",True
4925,12,2,7,5,1,1,0,1,1,0,2,0,1,0,0,1,2,0,0,2,2,2,2,2,2,8,9,10,12,12,6,2,"POLYGON ((19.88312109963504 49.99616661130395, 19.87966087366285 49.99646862235434, 19.88012353604944 49.99869304801493, 19.88358391903834 49.99839102080415, 19.88312109963504 49.99616661130395))",True
4926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.90734156294024 49.99404959274813, 19.90388161668355 49.99435233908565, 19.90434537803896 49.99657665151044, 19.90780548126293 49.99627388897493, 19.90734156294024 49.99404959274813))",True
4927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.90687769855435 49.99182529232693, 19.90341790924743 49.99212802246833, 19.90388161668355 49.99435233908565, 19.90734156294024 49.99404959274813, 19.90687769855435 49.99182529232693))",True
4928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.90341790924743 49.99212802246833, 19.89995807994954 49.99243064757994, 19.90042163042875 49.99465498038793, 19.90388161668355 49.99435233908565, 19.90341790924743 49.99212802246833))",True
4929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.90388161668355 49.99435233908565, 19.90042163042875 49.99465498038793, 19.90088523480975 49.99687930900541, 19.90434537803896 49.99657665151044, 19.90388161668355 49.99435233908565))",True
4930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.90641388809635 49.98960098771112, 19.90295425572184 49.98990370165832, 19.90341790924743 49.99212802246833, 19.90687769855435 49.99182529232693, 19.90641388809635 49.98960098771112))",True
4931,45,21,23,22,7,3,1,2,1,14,12,1,1,0,2,1,0,0,0,0,0,0,0,11,21,0,0,0,21,45,11,5,"POLYGON ((19.90595013155735 49.98737667890012, 19.90249065609764 49.98767937665504, 19.90295425572184 49.98990370165832, 19.90641388809635 49.98960098771112, 19.90595013155735 49.98737667890012))",True
4932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.90249065609764 49.98767937665504, 19.89903114066104 49.98798196939104, 19.89949458336335 49.99020631058113, 19.90295425572184 49.98990370165832, 19.90249065609764 49.98767937665504))",True
4933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((19.90295425572184 49.98990370165832, 19.89949458336335 49.99020631058113, 19.89995807994954 49.99243064757994, 19.90341790924743 49.99212802246833, 19.90295425572184 49.98990370165832))",True
